Zinszahlungen ist ein ?,Erfolgskonto,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Aufnahme eines Bankdarlehens ist ein?,Sozialversicherungsbeitragstabelle,Bestandskonto,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Umsätze aus vor Aufträgen ist ein?,Vorauszahlung auf die Zinsen,Taxi Schild muss entfernt werden,Erfolgskonto,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Bei Haftpflicht Schäden ist der Verkehrsunternehmer durch Dritte- können neben Sachschäden und Personen Schäden Vermögen Schäden durch Nutzungsausfall entstehen. Welche Aussagen zum Vermögenschäden durch Nutzungsausfall sind richtig oder falsch?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Nutzungsausfall Umsatz—richtig,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Der Verkehrsunternehmer ist verpflichtet den Schaden so gering wie möglich zu halten?,Ermittlung der Zahllast und Traglast,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,Richtig,Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Die Nutzungsausfall wird ermittelt aus dem erzielte den im Vergleichszeitraum minus ersparter Aufwendung,Sozialversicherungsbeitragstabelle,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,Richtig,50 kg,Besetztfahrten
Leistungsabhängige Fahrzeug Kosten zählen zu den ersparten Aufwendungen,Richtig,Taxi Schild muss entfernt werden,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Sie Unterweisen als Unternehmer ihre Fahrr in punkto Sicherheit? Welche drei Punkte besprechen Sie?,vorausschauend fahren,Anschnallpflicht,nicht mit Alkohol oder Drogen fahren,nicht über mühtet fahren,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Welche Art des Kredits empfehlen Sie für ein langfristig genutztes Anlagevermögen ?,Ermittlung der Zahllast und Traglast,Langfristiger Kredit,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Führen die kalkulatorischen Kosten in der Selbstkostenrechnung zu Ausgaben ?,Nein führen die nicht,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Was bedeutet die Ausgleichskasse?,Vorauszahlung auf die Zinsen,Umlage 1 und Umlage 2,Umlageverfahren für Unternehmer mit bis zu 30 Angestellten,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Umlage 1,Taxi Genehmigung der deutschen Genehmigungsbehörde,Lohnfortzahlung im Krankheitsfalle,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Umlage 2,Ermittlung der Zahllast und Traglast,"Anlegen und führen von Lohnkosten, Lohnbuch",Lohnfortzahlung bei Schwangerschaften,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Wie kann man Reifenverschleiß verhindern?,Sozialversicherungsbeitragstabelle,Richtiger Reifendruck,richtige spureinstellung,schonende Fahrweise,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Woran können Sie erkennen dass der Taximeter geeicht ist?,An der Eichplakette,Taxi Schild muss entfernt werden,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Ein Bewerber um eine Genehmigung für den Taxi Verkehr erfüllt alle subjektiven Berufszugangsvoraussetzungen und hat seinen Antrag früher als andere Bewerber gestellt. In welchen fällen erhält er nach Personal Beförderungsgesetz bei Neuerteilung von Taxigenehmigung dennoch keine Taxikonzession?,—Nachrangige Bewerbung,—Eintragung im Gewerbezentralregister,Ja,wenn er in den letzten acht Jahren Unternehmen verkauft hat,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Welche Steuer ist bei der Kostenrechnung des Fahrzeugs relevant?,Ermittlung der Zahllast und Traglast,Das Kfz Steuer,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Nennen Sie die einfachste Art der Buchführung?,Sozialversicherungsbeitragstabelle,Max 6 Stunden,Das Kassenbuch,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Welche Schäden werden durch eine Betriebshaftpflicht abgedeckt?,Vorauszahlung auf die Zinsen,Schäden die gegen den Betrieb gelten gemacht werden,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Braucht man bei Fahrten ins Ausland eine zusätzliche Genehmigung?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Je nach Bilateralen Abkommen,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Sie kaufen ein neues Auto. Welche Konto ist in der Buchhaltung betroffen,Ermittlung der Zahllast und Traglast,Bestandskonto,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Sind sie zum Erstellen einer Dienstanweisung verpflichtet?,Sozialversicherungsbeitragstabelle,Max 6 Stunden,Nein bin ich nicht,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Ab wann muss die Arbeitszeitbuch Geführt werden und wie lange ist das aufzubewahren?,Vorauszahlung auf die Zinsen,Bei einer Arbeitszeit von mehr als 8 Stunden und ist 2 Jahre aufzubewahren,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Sie kommen zu einer Vorbestellung zu spät- weil ihnen die Taxizentrale die falsche Uhrzeit genannt hat. Wer haftet ? Und warum ?,Die Taxizentrale weil sie hat ihre vertraglichen Pflichten nicht eingehalten,Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Zu welchem Steuersatz muss ein Unternehmer sein Trinkgeld versteuern?,Ermittlung der Zahllast und Traglast,Je nach erbrachter Leistung mit 7 % oder 19 %,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Was muss jedes Taxi und Mietwagen auf der rechten Seite haben?,Zwei Türen—rechter Außenspiegel,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Was verstehen Sie unter Sicherungsübereignung? Für welche Kredite werden Sie verwendet,Hinterlegung von Sicherheiten zur Absicherung von Darlehen Krediten zum Beispiel Zulassungsbescheinigung Teil 2 bei Autofinanzierung - verwendet für Darlehen Kredite,Taxi Schild muss entfernt werden,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Welche Vorteile haben Sie bei der Anstellung eines Fahrers auf Probezeit?,Taxi Genehmigung der deutschen Genehmigungsbehörde,—Kürzere Kündigungsfristen,Ja,—Kündigung ohne Angaben von Gründen möglich,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
In welcher Verordnung wird der Pflichtfallgebiet des Taxis geregelt?,Ermittlung der Zahllast und Traglast,—Taxitarifordnung,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Ihr Fahrer bekommt Fahraufträge Schulkinder zu befördern. Welche Regelungen bestehen aus Straßenverkehrslicher Sicht,Anschnallpflicht,—Kindersitze für alle Kinder,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
In welchen Situationen sind Warnkleidung zu benutzen?,Vorauszahlung auf die Zinsen,Bei Unfall oder Panne,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Wo ist Warnkleidung geregelt?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Bei Straßenverkehrsordnung STVO,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Wie hoch muss das Stammkapital einer Unternehmergesellschaft mindestens sein?,Ermittlung der Zahllast und Traglast,1 Euro,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Sie haben sich entschieden- mit dem Oldtimer auch Hochzeitsfahrten anzubieten. Welche Genehmigung benötigen Sie nach der Personalbeförderungsgesetz ?,Eine Mietwagenkonzession,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Der Oldtimer ist bisher auf sie zur privaten Nutzung zugelassen. Welche besondere Pflicht haben Sie gegenüber der Zulassungsstelle- wenn sie ihn jetzt auch gewerblich nutzen?,Eine Außerordentliche Hauptuntersuchung —Kfz muss anders versichert werden,—Untersuchung der BOkraft,—Bilaterale Abkommen,—Genehmigungsurkunde,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Während einer Frühschicht fällt der Taximeter aus- ein Kollege der sein Taxi gerade an einem Privatkunden verkauft hat- bietet Ihnen seine Fahrpreisanzeiger- dessen Eichung noch drei Monate gültig ist- zu vorübergehende Verwendung an. Unter welcher Voraussetzung dürfen Sie das Angebot annehmen?,Zum Eichamt fahren und Eichen lassen,Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Sie entscheiden sich den Fahrpreisanzeiger reparieren zu lassen. Die Werkstatt bringt nach der Reparatur ein Instandsetzungskennzeichen an. Welche Bedeutung hat das Instandsetzungskennzeichen?,rst beim nächsten Termin zum Eichamt fahren,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Unter welchen Voraussetzungen dürfen Sie das Taxi bis zur Eichung mit dem Instandsetzerkennzeichen zur Personenbeförderung einsetzen?,Sozialversicherungsbeitragstabelle,Max 6 Stunden,Bei ordnungsmäßigen Einbau,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Der jährliche Abschreibungsbetrag wird aufgeteilt (fixe Kosten),Vorauszahlung auf die Zinsen,Taxi Schild muss entfernt werden,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,—Entwertung Wertverlust,Kilometer unabhängiges kosten
Der jährliche Abschreibungsbetrag wird aufgeteilt (Variable Kosten),Taxi Genehmigung der deutschen Genehmigungsbehörde,Kilometer abhängige Kosten Abnutzung,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Nennen Sie 2 Nachteile- die sich aus der Führung eines Kassenbuchs ergeben ?,—Unübersichtlich,—keinen Überblick über die Vorgänge auf dem Konto,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Wann beginnt die Zugehörigkeit bei der Berufsgenossenschaft?,Mit der Vorlage eine Kostenkalkulation bei Ihrer Bank,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Welche Umsatz steuerrechtliche Bedeutung hat das Kassenbuch?,Vorauszahlung auf die Zinsen,Ermittlung der Zahllast und Traglast 182182,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Wann beginnt die Zugehörigkeit bei der Berufsgenossenschaft?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Mit der Vorlage einer Kontokalkulation bei Ihrer Bank,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Welche Umsatz steuerrechtliche Bedeutung hat das Kassenbuch?,Ermittlung der Zahllast und Traglast,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Welche Buchführungspflicht hat ein Verkehrsunternehmen zusätzlich zu den üblichen Aufzeichnungen- wenn Arbeitnehmer beschäftigt werden?,"Anlegen und führen von Lohnkosten, Lohnbuch",Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Wie lange darf ein Schwangere arbeiten?,Vorauszahlung auf die Zinsen,"Fahrdienst bis Ende 3. Schwangerschaftsmonat, dann nur leichte Bürotätigkeiten bis 6 Wochen vor Geburt und 8 Wochen nach Geburt darfst sie wieder arbeiten",—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Wie ist Feiertagsarbeit geregelt?,"Gesetzliche Feiertage, Zuschlag 2 Euro Stunde Mindestens 15 Sonntage im Jahr frei Zu jedem Arbeitssonntag einen Ersatzruhetag innerhalb der nächsten 14 Tage",Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Wie ist die Urlaubsentgelt geregelt?,"Lohnfortzahlung im Urlaub, Berechnung analog wie im Krankheitsfall aber ohne Ausgleichskasse","Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Wann wird dein Taxameter automatisch auf Warte Zeit umgestellt?,Wenn die Umschaltgeschwindigkeit unterschritten wird,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Wie viele Sitze darf ein Taxi oder Mietwagen haben?,Vorauszahlung auf die Zinsen,"9 ,8 für Fahrgäste und plus Fahrer",—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Was bedeutet E 36?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Europäische Autobahn,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
In welche für Ordnung ist die Anschnallpflicht für Taxis geregelt?,BOKraft,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Was muss am Motor regelmäßig gewartet werden- um unnötig hohen Kraftstoffverbrauch- Schadstoffausstoß vorzubeugen ?,Luftfilter,Vergasung,Einspritzanlage,Zündung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Welche Definition ist für die lineare Abschreibung?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Abschreibung von jeweiligen Buchwert mit gleich bleibendem oder fallendem Prozentsatz,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Durch welchen Geschäftsvorfall wird der Gewinn vermindert?,Ermittlung der Zahllast und Traglast,Abschreibung auf Fuhrpark,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Welche Versicherung übernimmt die gesetzliche Unfallversicherung bei Taxigewerbe?,BG Verkehr,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Welche 5 Behörden werden bei Erteilung der Genehmigung nachgefragt?,Taxi verbände,IHK,Gemeindebehörde,Gewerbeaufsicht,Gewerkschaft,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Wann gilt der Tarifvertrag?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Wenn Tarifvertrag im Arbeitsvertrag für gültig erklärt wird,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Ab wann müssen Schwerbehinderte eingestellt werden?,Ermittlung der Zahllast und Traglast,Ab 20 anrechenbaren Arbeitnehmer müssen 5 % der Beschäftigten schwer behindert sein sonst muss der Unternehmer Ausgleichabgabe bezahlen,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Welche Pflichten ergeben sich aus dem Arbeitsverhältnis?,Für Arbeitnehmer: Arbeits und Treuepflicht vernünftige Umsätze Zeit pflegliche Behandlung des Betriebseigentum,"Für Arbeitgeber: Fürsorgepflicht Entlohnung, soziale Absicherung Schutz für Unfälle durch Wartungen und Schutz vor Krankheiten",Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Was ist ein wechseln?,Vorauszahlung auf die Zinsen,Eine schriftliche Zahlungsversprechen Die in bestimmten Zeitraum gezahlt werden muss,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Welche und wie viele Formen von Schecks gibt es?,Barscheck: bei der Bank auszahlen lassen,Verrechnungsscheck: kann nur auf Konto gutgeschrieben werden,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
In welchen Formen gibt es Fremdkapital?,Kontokorrentkredit: Dispo Kredit bis maximal 30.000 € möglich,"Anlegen und führen von Lohnkosten, Lohnbuch",Anschaffungsdarlehen: feste Zinsen für gesamt Laufzeit,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Welche Kindersitzgrößen gibt es?,Klasse 0: 0-9 kg—Klasse 1:9-18 Kg,Klasse 2:18-36 Kg—Klasse3: 36 Kg,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Nennen Sie die Sozialversicherungen und die jeweilige Prozentsätze?,Vorauszahlung auf die Zinsen,"Rente Versicherung: 18,6 % Krankenversicherung: 14,6 % Arbeitslosenversicherung: 2,4% Pflegeversicherung: 3,05 % Unfallversicherung nach Umlaufverfahren 100 % von AG an BG Verkehr",—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Nennen Sie die Beitragsbemessungsgrenzen?,Taxi Genehmigung der deutschen Genehmigungsbehörde,"Krankenversicherung und Pflegeversicherung 3712,50 €",Ja,Rentenversicherung und Arbeitslosenversicherung 5500 €,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Geben Sie drei Beispiele für Hilfsbereitschaft?,Ermittlung der Zahllast und Traglast,Fahrstill—höflich sein—hilfsbereit sein,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Was heißt kurzfristige Beschäftigung?,Sozialversicherungsbeitragstabelle,50 Arbeitstage im Jahr (keine Haupttätigkeit erlaubt) Arbeitgeber hat keine Ausgaben wie Rentenversicherung Krankenversicherung oder Pauschalsteuer,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Nennen Sie 3 Pflichten des Mietwagenunternehmens ?,Aufbewahrungspflicht,Rückkehrpflicht,—Bilaterale Abkommen,Aufzeichnungspflicht,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Was sind die 3 Pflichten des Fahrgastes?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Korrektes Fahrtziel nennen,Bezahlung des Fahrpreises nach Fahrt Ende,ordentliches Verhalten,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Nennen Sie die 3 Pflichten der Taxiunternehmen?,Ermittlung der Zahllast und Traglast,Betriebspflicht,Beförderungspflicht,Tarifpflicht,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Was heißt Betriebssitz?,Sozialversicherungsbeitragstabelle,Postalische Adresse in der genehmigenden Gemeinde (Büro),Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Warum gibt es bei Taxi Verkehr Zulassungsbeschränkung?,Vorauszahlung auf die Zinsen,Damit die Funktionsfähigkeit des örtlichen Taxigewerbe ich nicht bedroht wird,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Welche vier Punkte werden im Beobachtungszeitraum geprüft? (1 Jahr lang),"Nachfrage nach Beförderungsaufträgen, Taxi Dichte",Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
